original_uri,author,text,uri
at://did:plc:gjsoejzm7at4syhrvzgizrev/app.bsky.feed.post/3m6gmyb7ku22m,ainekeenan.bsky.social,"Before I built a wall
I’d ask to know what I was
walling in or walling out,
and to whom I was like
to give offence ...

He says again, ‘Good fences
make good neighbours.’

Robert Frost, 20th century

#Photography #Poetry #SpeirGorm #ImageAndVerse #ArtOfBlueSky #PhotographersOfBlueSky #EastCoastKin",at://did:plc:gjsoejzm7at4syhrvzgizrev/app.bsky.feed.post/3m6gmyb7ku22m
at://did:plc:jxo3eqeeh3kxphirpaqlbnaq/app.bsky.feed.post/3m6g6tuw5bc2y,hazelklarkin.bsky.social,"Conas atá sibh? 
#SpéirGorm",at://did:plc:jxo3eqeeh3kxphirpaqlbnaq/app.bsky.feed.post/3m6g6tuw5bc2y
at://did:plc:owtiovxdlxm4bp4hgnihapfe/app.bsky.feed.post/3m6fzurc24k2d,martinamorrow.bsky.social,Due to a broken TV I ended up hanging in the kitchen this eve. I made mince pies ate half the snack box of crisps and crap and decided to have a bath just to try and save my blood sugars from complete catastrophe Now I’m zen but want a cuppa and that means sneaking past the mince pies 🫣 #speirgorm,at://did:plc:owtiovxdlxm4bp4hgnihapfe/app.bsky.feed.post/3m6fzurc24k2d
at://did:plc:7czbhyt6vmlibzjk2md3ds36/app.bsky.feed.post/3m6fqcx4k3c2l,slated.ie,"Lads, do you reckon I could get away with putting some new designs online without fabulous photos? 

The Christmas deadline is looming and I don't fancy anymore bills, especially photography ones.

Would you trust us that they are amazing?

#SLATED 

#Speirgorm #Boycottamazon 

Slated.ie",at://did:plc:7czbhyt6vmlibzjk2md3ds36/app.bsky.feed.post/3m6fqcx4k3c2l
at://did:plc:uoenkmbrkyfqvvbwxdjsean5/app.bsky.feed.post/3m6fl4rmjxk2f,imbibecoffee.bsky.social,This is my 6th year posting this same message. Black Friday is a nonsense with often pretend discounts on stuff you probably don’t need. We’ll do as we always do at this time and increase the 1% of all income we give to Women’s Aid to 10% on web sales over the weekend. Fuck Black Friday. #speirgorm,at://did:plc:uoenkmbrkyfqvvbwxdjsean5/app.bsky.feed.post/3m6fl4rmjxk2f
at://did:plc:vmaa275bmnrksir7y6muzkkf/app.bsky.feed.post/3m6fkefyquc2o,dailigh.bsky.social,"S’funny listening back to all the arguments made by the zealots against divorce, that they weren’t right about a single thing.

We have the 2nd lowest divorce rate in the EU.

All fear and no trousers - you’d think they’d apologise for being so utterly wrong.

#speirgorm",at://did:plc:vmaa275bmnrksir7y6muzkkf/app.bsky.feed.post/3m6fkefyquc2o
at://did:plc:r4hqvnfuc2flfguavyrhcjgg/app.bsky.feed.post/3m6fjflgnp226,321kieran.bsky.social,"What song jumps out to YOU?🥰
🚨All the great songs on the #NovaGuestlist, includng a #Sprints live review, chats with @pagep195.bsky.social, & 1st plays for #KevHermConnolly & @maykay.bsky.social;☘️
📻Listen back Now on www.nova.ie/radio-schedu... or 6pm Sundays on @radionova100.bsky.social! #Speirgorm",at://did:plc:r4hqvnfuc2flfguavyrhcjgg/app.bsky.feed.post/3m6fjflgnp226
at://did:plc:v6y63c54iecyzlxp3vrxvwv2/app.bsky.feed.post/3m6fihgby4s2t,rdisc0mb0bulate.bsky.social,"I didn’t float down the Slaney in a bubble!! 
#SpeirGorm",at://did:plc:v6y63c54iecyzlxp3vrxvwv2/app.bsky.feed.post/3m6fihgby4s2t
at://did:plc:wpvwcjuhrpr5tjnhy3vp24ly/app.bsky.feed.post/3m6fhutxmac2c,fhayesmccoy.bsky.social,"The Bookseller's Gift and Once A Year looking good among the Christmas glitter in Dunnes Stores nationwide!

 #spéirgorm people, please share the news 🥰📚📚

#Irish #festive #fiction #spéirghorm #booksky #writingcommunity",at://did:plc:wpvwcjuhrpr5tjnhy3vp24ly/app.bsky.feed.post/3m6fhutxmac2c
at://did:plc:owtiovxdlxm4bp4hgnihapfe/app.bsky.feed.post/3m6fgspmbwc2l,martinamorrow.bsky.social,"What is happening on our roads, so many dead and injured in the past 10 days. I still haven’t had the nerve to drive the Ardee Road where those five young people died and there must be 7/8 dead since.  A lot of empty chairs this Christmas, please stay alert, watch your speed, take care #speirgorm",at://did:plc:owtiovxdlxm4bp4hgnihapfe/app.bsky.feed.post/3m6fgspmbwc2l
at://did:plc:7czbhyt6vmlibzjk2md3ds36/app.bsky.feed.post/3m6ffmjjxlc2l,slated.ie,"Clever people of Bluesky, why would an NCT cert have ND  beside most things?

And what does it mean?

#speirgorm
#SLATED",at://did:plc:7czbhyt6vmlibzjk2md3ds36/app.bsky.feed.post/3m6ffmjjxlc2l
at://did:plc:uwji4l3wzsygaxduowluqmgr/app.bsky.feed.post/3m6fcrpjskk2e,sharrow.bsky.social,"Some of the vilest things said to me in person while I was active doing abortion activism was this person and her daughters, on international women's day at the NWCI soap box event. 

#Speirgorm",at://did:plc:uwji4l3wzsygaxduowluqmgr/app.bsky.feed.post/3m6fcrpjskk2e
at://did:plc:4bn3nihfie4yis4645exutv2/app.bsky.feed.post/3m6f6rrynck2q,kellieturtle.bsky.social,"My southern friends and comrades: anybody with 3 mobile want to register for a Lily Allen Dublin gig presale code today and share it with me? The partitionism is excluding us nordies and frankly I consider it a breach of the Good Friday Agreement. 
#SpeirGorm",at://did:plc:4bn3nihfie4yis4645exutv2/app.bsky.feed.post/3m6f6rrynck2q
at://did:plc:x5j2v4k5veqtcdptzk3xn6df/app.bsky.feed.post/3m6f27l2g2c2n,menalippe.bsky.social,Wear red if you can #Speirgorm,at://did:plc:x5j2v4k5veqtcdptzk3xn6df/app.bsky.feed.post/3m6f27l2g2c2n
at://did:plc:yn3rsc67mulyzkrqfrgisoy2/app.bsky.feed.post/3m6ey4ceclc2v,thepaulhoey.bsky.social,"My show Hive Mind is on again this Saturday in Dublin. An interactive gaming experience whre the audience guided by the host use their phones to control various games. Solve a crossword, balance a see-saw, cplete a quiz and more! #speirgorm Tickets here: www.eventbrite.ie/e/hive-mind-...",at://did:plc:yn3rsc67mulyzkrqfrgisoy2/app.bsky.feed.post/3m6ey4ceclc2v
at://did:plc:y7fyhofvnxwekohaqkiho5qp/app.bsky.feed.post/3m6ewsczu6c2p,suerussell.bsky.social,Great to see the Pipster out and about and back on form .... even if she insists on rolling round in sheep poo!! #Bestdog #dogsofbluesky #spéirgorm,at://did:plc:y7fyhofvnxwekohaqkiho5qp/app.bsky.feed.post/3m6ewsczu6c2p
at://did:plc:56aoxjem4pjvtqsscuhq223t/app.bsky.feed.post/3m6ewrzkj5c24,rogerokeeffe.bsky.social,"Today I learned a little bit about Toronto's history.

#speirgorm",at://did:plc:56aoxjem4pjvtqsscuhq223t/app.bsky.feed.post/3m6ewrzkj5c24
at://did:plc:e54xgg4fm267ueuz2wtfwq26/app.bsky.feed.post/3m6euvpe4q22d,mikduffy.bsky.social,#speirgorm Irish cineastes who can access UK TV might be interested to hear that Talking Pictures are showing The Black Tent - a war film from under-celebrated Belfast director Brian Desmond Hurst.,at://did:plc:e54xgg4fm267ueuz2wtfwq26/app.bsky.feed.post/3m6euvpe4q22d
at://did:plc:tch2tperf6sgkbmvnlaa3opr/app.bsky.feed.post/3m6eubuprk22o,brianofarrell.bsky.social,"Bloody hell that is outrageous

#SpéirGorm",at://did:plc:tch2tperf6sgkbmvnlaa3opr/app.bsky.feed.post/3m6eubuprk22o
at://did:plc:u6gk5ptsmcrphcig4uk5bxlv/app.bsky.feed.post/3m6eu5ilw5c2h,claireconnolly.bsky.social,‘Tis the season - thanks @winterpapers.bsky.social and @mgtkell.bsky.social #speirgorm,at://did:plc:u6gk5ptsmcrphcig4uk5bxlv/app.bsky.feed.post/3m6eu5ilw5c2h
at://did:plc:vmaa275bmnrksir7y6muzkkf/app.bsky.feed.post/3m6et46qeqc2e,dailigh.bsky.social,"A new “Socialist Front” who claim to be in opposition to Clown Eireann and Loyalist far right have popped up in Belfast - just more scumbags cosplaying as violent activists, albeit allegedly on the left this time. #speirgorm

podcasts.apple.com/ie/podcast/t...",at://did:plc:vmaa275bmnrksir7y6muzkkf/app.bsky.feed.post/3m6et46qeqc2e
at://did:plc:wzelpzmv2b3oudwhkcpr2s6n/app.bsky.feed.post/3m6eqtd64g22t,drmarymcauliffe.bsky.social,"Thirty years since the best reaction to losing a referendum was spoken! In 1995 one of No Divorce Campaign leaders Úna Bean Mhic Mhathúna,on leaving the RDS as the 15th amendment to allow divorce was passed,shouted to celebrating pro divorce campaigners,’Go way ye wife swappin' sodomites’!#speirgorm",at://did:plc:wzelpzmv2b3oudwhkcpr2s6n/app.bsky.feed.post/3m6eqtd64g22t
at://did:plc:wpvwcjuhrpr5tjnhy3vp24ly/app.bsky.feed.post/3m6enan2nyc2v,fhayesmccoy.bsky.social,"Great to see so many friends, including @anniewestdotcom.bsky.social , included on this list of websites 

#shoplocal #supportsmallbusinesses #Irish #Christmas #shopping #spéirgorm #speirghorm

 www.irishtimes.com/your-money/2...",at://did:plc:wpvwcjuhrpr5tjnhy3vp24ly/app.bsky.feed.post/3m6enan2nyc2v
at://did:plc:4hs3dmcihhjzmlxg2ilawk25/app.bsky.feed.post/3m6egfmyjak23,lolaclare.bsky.social,"To my Irish Bluesky community interested in environmental hazard & protection. Does anyone know of research or policy documents on Aughinish Alumina & potential harm to community or environment. There is very little data outside of EPA public health report in 90s, newspaper articles etc #speirgorm",at://did:plc:4hs3dmcihhjzmlxg2ilawk25/app.bsky.feed.post/3m6egfmyjak23
at://did:plc:har4i535fc7jres2p3oqsyay/app.bsky.feed.post/3m6efqccjxc23,allanartist.bsky.social,For some reason both #SpéirGorm and #SpéirGhorm show up together (and versions without fadas too). I've a column set up for the former and I see posts for the latter too. Is Bluesky good at Irish? I don't know. But I've been told,at://did:plc:har4i535fc7jres2p3oqsyay/app.bsky.feed.post/3m6efqccjxc23
at://did:plc:3om2rrmtkdq2qsqjzibiaooo/app.bsky.feed.post/3m6eax7shkc2u,trasinscneach.bsky.social,I've missed all the discussion is it #SpéirGorm or #SpéirGhorm or #Gormspéir now?,at://did:plc:3om2rrmtkdq2qsqjzibiaooo/app.bsky.feed.post/3m6eax7shkc2u
at://did:plc:v6y63c54iecyzlxp3vrxvwv2/app.bsky.feed.post/3m6e7ahmtz22p,rdisc0mb0bulate.bsky.social,"My life isn’t part of her emotional regulation system! 
#Takingitback
#GoingMyOwnPath
#SpeirGorm",at://did:plc:v6y63c54iecyzlxp3vrxvwv2/app.bsky.feed.post/3m6e7ahmtz22p
at://did:plc:v6y63c54iecyzlxp3vrxvwv2/app.bsky.feed.post/3m6e6xcbiis2p,rdisc0mb0bulate.bsky.social,"Good morning, #SpeirGorm

Monday rolls around again! 

Treat yourselves to a hot drink and a muffin this morning!",at://did:plc:v6y63c54iecyzlxp3vrxvwv2/app.bsky.feed.post/3m6e6xcbiis2p
at://did:plc:gjsoejzm7at4syhrvzgizrev/app.bsky.feed.post/3m6e5l4v5uc2m,ainekeenan.bsky.social,"I am neither male nor female,
nor am I sexless.
I am the Peaceful One,
whose form is self-effulgent,
powerful radiance.

Guru Nanak, 16th century

#Photography #Wisdom #Poetry #Mystical #Sikh #SpeirGorm #StreetPhotography #India #ImageAndVerse #ArtOfBlueSky #PhotographersOfBlueSky #EastCoastKin",at://did:plc:gjsoejzm7at4syhrvzgizrev/app.bsky.feed.post/3m6e5l4v5uc2m
at://did:plc:gjsoejzm7at4syhrvzgizrev/app.bsky.feed.post/3m6e5l4v5uc2m,NA,NA,NA
at://did:plc:5lalgxnyfxas34qyb3u4dp4u/app.bsky.feed.post/3m6dgnqd3cs26,cjamcmahon.bsky.social,every poster on #speirgorm has a copy of Soundings,at://did:plc:5lalgxnyfxas34qyb3u4dp4u/app.bsky.feed.post/3m6dgnqd3cs26
at://did:plc:dkd445ta2y3icakh2f2ukufz/app.bsky.feed.post/3m6dch4pk5k2w,lori-l.bsky.social,"The Irish on #DuoLingo is way harder than the equivalent levels in the other languages, and with loads of new makey-up words too! 😤 #speirgorm",at://did:plc:dkd445ta2y3icakh2f2ukufz/app.bsky.feed.post/3m6dch4pk5k2w
at://did:plc:3htet3hmybicu3rmousjxuew/app.bsky.feed.post/3m6daw764xk2d,barryodonovan.bsky.social,"#speirgorm is like trumpeting on a hill or lighting the fire for me😂
It's a way of saying, ""Irish people, over here! I seek you help""/ ""Only Irish people can sympathise with me right now""
Was it meant to be a Gaeilge thing?!",at://did:plc:3htet3hmybicu3rmousjxuew/app.bsky.feed.post/3m6daw764xk2d
at://did:plc:o3fsnjyf66iio5rxjidak43z/app.bsky.feed.post/3m6d63d6ios2y,conorvoice.com,"Hey Dublin-acquainted friends, can anyone point me to a good music video filmed in Dublin in the 90s?

All I can think of is Something Happens ""Hello"" but IIRC that's just on Dollymount or something. (And may be '89 anyway)

Old Town is the high bar for me

#Speirgorm

youtu.be/NXOrak1nhQo?...",at://did:plc:o3fsnjyf66iio5rxjidak43z/app.bsky.feed.post/3m6d63d6ios2y
at://did:plc:kwqp2tmpdjed5kottxbagsql/app.bsky.feed.post/3m6d56y77l225,irishwol.bsky.social,"A movie that takes place where you're from. 

Not a great gif for Michael Collins given it doesn't show the Big Fella or Cork but it's the only one #speirgorm has",at://did:plc:kwqp2tmpdjed5kottxbagsql/app.bsky.feed.post/3m6d56y77l225
at://did:plc:36hqooiwcmgr3vfc4ovmi2bd/app.bsky.feed.post/3m6cytn6hjs23,philipoconnor.bsky.social,"Gentlemen of #Bluesky/#SpeirGorm!
Contacted a friend to go for a drink the other day, he couldn't as he had an operation for cancer a month ago and is undergoing chemo. 
He went to the doctor for something different, and a test showed he had cancer. 
Get yourselves checked out regularly.❤️",at://did:plc:36hqooiwcmgr3vfc4ovmi2bd/app.bsky.feed.post/3m6cytn6hjs23
at://did:plc:v6y63c54iecyzlxp3vrxvwv2/app.bsky.feed.post/3m6cyq6tdgs2s,rdisc0mb0bulate.bsky.social,"When you couldn’t remember the word for wire and so asked for the metal twine! 😂

Well at least everyone got a good laugh out of it! 😂
#SpeirGorm
#WreathMaking",at://did:plc:v6y63c54iecyzlxp3vrxvwv2/app.bsky.feed.post/3m6cyq6tdgs2s
at://did:plc:r4hqvnfuc2flfguavyrhcjgg/app.bsky.feed.post/3m6cypujwgc2e,321kieran.bsky.social,"🚨This hour on the #NovaGuestlist:
💽Our Albums with Anniversaries this week are by #U2 & #TheBeatles;
⁉️Are you a fan?
📻LIVE on @radionova100.bsky.social now! #Speirgorm",at://did:plc:r4hqvnfuc2flfguavyrhcjgg/app.bsky.feed.post/3m6cypujwgc2e
at://did:plc:223cpcieytdlbmzovhs2ypg2/app.bsky.feed.post/3m6cyf6dt422i,bgormley.bsky.social,Very sorry to hear that the good people in @brookwoodpottery.com in Fairview had their shop burgled and vandalized last night. It’s difficult running a small business in Ireland so throw them a bit of love #SpeirGorm !,at://did:plc:223cpcieytdlbmzovhs2ypg2/app.bsky.feed.post/3m6cyf6dt422i
at://did:plc:r4hqvnfuc2flfguavyrhcjgg/app.bsky.feed.post/3m6cy7tcnis2e,321kieran.bsky.social,"🎪Our special #NovaGuestlist gig-of-the-week is by @florenceroad.bsky.social in the Academy this Sunday 30th!
🎟️Check out one of the most exciting Irish bands take a big step up & celebrate their recent EP.. check them out! #Speirgorm",at://did:plc:r4hqvnfuc2flfguavyrhcjgg/app.bsky.feed.post/3m6cy7tcnis2e
at://did:plc:56aoxjem4pjvtqsscuhq223t/app.bsky.feed.post/3m6cx53l6hk2k,rogerokeeffe.bsky.social,"As it happens, the first offering I saw here was #speirgorm and I stuck with it ever since as it had ""first-mover advantage"", it is easiest to type and a lot of the alternatives aren't necessarily more correct. 😆",at://did:plc:56aoxjem4pjvtqsscuhq223t/app.bsky.feed.post/3m6cx53l6hk2k
at://did:plc:imdb5lnqdvuployv2wxfgdms/app.bsky.feed.post/3m6cwyw7c722n,darylfeehely.com,"I'm 3 episodes in to Hector's new travel show Oz / Nz on TG4 & tá sé tharr barr.

How he highlights the unequal situation of the Aboriginal people in Australia is excellent.

He spoke to people that were taken as children & put into industrial schools.
The stories are heartbreaking.

#Speirgorm",at://did:plc:imdb5lnqdvuployv2wxfgdms/app.bsky.feed.post/3m6cwyw7c722n
at://did:plc:r4hqvnfuc2flfguavyrhcjgg/app.bsky.feed.post/3m6cwgrogac2x,321kieran.bsky.social,Chatting about the unreal #MBV gig last night… amazing work by @foggynotions.bsky.social putting it on… #Speirgorm,at://did:plc:r4hqvnfuc2flfguavyrhcjgg/app.bsky.feed.post/3m6cwgrogac2x
at://did:plc:r4hqvnfuc2flfguavyrhcjgg/app.bsky.feed.post/3m6cvwm6ww22c,321kieran.bsky.social,"🚨On Tonight's NOISY #NovaGuestlist:

💽Classic LPs by #U2 & #TheBeatles;
🎙️ @pagep195.bsky.social chats!
🎪 #Sprints LIVE review;
🔥NEW @maykay.bsky.social & #KevinHermConnolly;
☘️+ #MBV #SodaBlonde @florenceroad.bsky.social;
📻LIVE on @radionova100.bsky.social NOW-What do YOU need to hear? #speirgorm",at://did:plc:r4hqvnfuc2flfguavyrhcjgg/app.bsky.feed.post/3m6cvwm6ww22c
at://did:plc:uwji4l3wzsygaxduowluqmgr/app.bsky.feed.post/3m6cvmlbnq22u,sharrow.bsky.social,"Also please take into consideration that some of us are dyslexic and trying. communication doesn't have to be perfect for a person to make themselves understoon.

#SpéirGhorm #Speirgorm",at://did:plc:uwji4l3wzsygaxduowluqmgr/app.bsky.feed.post/3m6cvmlbnq22u
at://did:plc:uwji4l3wzsygaxduowluqmgr/app.bsky.feed.post/3m6cvfm74522u,sharrow.bsky.social,"I'd honestly love it, if those who know better would have the discussions and include us with out being condescending and condemning of our broken Irish. 

i know more about the structure and grammar of german than I do Irish due how it was taught. 

#SpéirGhorm #Speirgorm",at://did:plc:uwji4l3wzsygaxduowluqmgr/app.bsky.feed.post/3m6cvfm74522u
at://did:plc:uwji4l3wzsygaxduowluqmgr/app.bsky.feed.post/3m6cvcum4t22u,sharrow.bsky.social,"For many of us our Irish never advanced past primary school level, we weren't taught Irish grammar even at secondary level. We were left to sink or swim with poems and books. 25 year after I finished secondary school I only learned words have gender in irish.

#SpéirGhorm #Speirgorm",at://did:plc:uwji4l3wzsygaxduowluqmgr/app.bsky.feed.post/3m6cvcum4t22u
at://did:plc:l7lv6er6rifmgewmgqhkkiqf/app.bsky.feed.post/3m6cvbfburc2e,alanlawlor.bsky.social,"And those language purists are complaining unnecessarily as the Speirgorm feed captures all variations of spelling, whether correct or not",at://did:plc:l7lv6er6rifmgewmgqhkkiqf/app.bsky.feed.post/3m6cvbfburc2e
at://did:plc:uwji4l3wzsygaxduowluqmgr/app.bsky.feed.post/3m6cv2sths22j,sharrow.bsky.social,"Look those of us who were here early on bluesky weren't gealgorie. We did what we could with our broken Irish to create a tag to bring Irish people together. 

Having those who are fluent decry those best efforts, when they came a lot later, is disheartening. #Speirgorm",at://did:plc:uwji4l3wzsygaxduowluqmgr/app.bsky.feed.post/3m6cv2sths22j
at://did:plc:vmaa275bmnrksir7y6muzkkf/app.bsky.feed.post/3m6crv72fmk2x,dailigh.bsky.social,Just the Irish Nazi Party looking for funding for their paramilitary arm - nothing to worry about at all. #speirgorm,at://did:plc:vmaa275bmnrksir7y6muzkkf/app.bsky.feed.post/3m6crv72fmk2x
at://did:plc:har4i535fc7jres2p3oqsyay/app.bsky.feed.post/3m6cqzgzdl726,allanartist.bsky.social,"Trump's Russian ""Peace"" Deal for Ukraine #trump #putin #epstein #epsteinfiles #ukraine #russia #cartoon #cartoonist #speirgorm",at://did:plc:har4i535fc7jres2p3oqsyay/app.bsky.feed.post/3m6cqzgzdl726
at://did:plc:htzrfp3q6p3ht3x7knog6mdd/app.bsky.feed.post/3m6cqoxqqic26,grainneblair.bsky.social,#Speirgorm R.I.P.,at://did:plc:htzrfp3q6p3ht3x7knog6mdd/app.bsky.feed.post/3m6cqoxqqic26
at://did:plc:yhzo3gusmbic6x6uc6dok3hu/app.bsky.feed.post/3m6cpgomtws2y,bluwhalien.bsky.social,"My Irish mother always gets so happy every time she sees Taytos in English supermarkets 😅
#speirgorm",at://did:plc:yhzo3gusmbic6x6uc6dok3hu/app.bsky.feed.post/3m6cpgomtws2y
at://did:plc:7jnzlmjogamiou5m4qiyxace/app.bsky.feed.post/3m6cltmbhjc2r,orlam90.bsky.social,"To whom it may concern,

Live results from the sharpener/parer/topper debate can be found here: 

finaldraft.maps.arcgis.com/apps/dashboa...

What the feck is going on in Kerry?! 

I want to credit the map-maker/survey owner, but alas they are an anonymous Redditor so I cannot. 

#speirgorm ✏️✏️✏️",at://did:plc:7jnzlmjogamiou5m4qiyxace/app.bsky.feed.post/3m6cltmbhjc2r
